S. No.,Tests,category_id,Banglore_price,Description
906,"P030 - LIPID PROFILE COMPREHENSIVE, SERUM
(CHOLESTEROL TOTAL, CHOLESTEROL-HDL-DIRECT, CHOLESTEROL-LDL-DIRECT, TRIGLYCERIDE, VLDL- CALCULATED, CHOL/HDL RATIO, APOLIPOPROTEIN A1, APOLIPOPROTEIN B, APO A1:B RATIO, LPA,
HOMOCYSTEINE, URIC ACID, HSCRP)",BLOOD,"3,900",FASTING SERUM (12-14 Hrs.)
907,"P028 - LIPID PROFILE DIRECT, SERUM (CHOLESTEROL TOTAL, CHOLESTEROL-HDL-DIRECT, CHOLESTEROL-LDL-DIRECT,
TRIGLYCERIDE, VLDL-CALCULATED)",BLOOD,720,FASTING SERUM (12-14 Hrs.)
908,"P031 - LIPID PROFILE EXTENDED, SERUM (CHOLESTEROL TOTAL, CHOLESTEROL-HDL-DIRECT, CHOLESTEROL-LDL- DIRECT, TRIGLYCERIDE, VLDL-CALCULATED, CHOL/HDL RATIO, APOLIPOPROTEIN A1, APOLIPOPROTEIN B, APO
A1:B RATIO, LPA)",BLOOD,"1,980",FASTING SERUM (12-14 Hrs.)
909,"P032 - LIPID SCREEN, SERUM (CHOLESTEROL TOTAL, TRIGLYCERIDE)",BLOOD,150,FASTING SERUM (12-14 Hrs.)
910,"BI039 - LIPOPROTEIN A(LPA), SERUM",BLOOD,940,FASTING SERUM(12- 14Hrs.)
911,"PN001 - LIVER PANEL EXTENDED (SGPT, SGOT, GGT, BILIRUBIN TOTAL, DIRECT, INDIRECT, PROTEIN TOTAL, ALBUMIN, A:G RATIO, ALKALINE PHOSPHATASE, PROTHROMBIN TIME, HBSAG)",BLOOD,"1,100","SERUM, PLASMA CITRATE"
912,LM036 - LPPLA2 (PLAC),BLOOD,"2,390",3 ml of serum
913,"AF175 - LYME DISEASE (BORRELIA BURGDORFERI)
ANTIBODIES,IGM",BLOOD,"1,610",Serum
914,"AF174 - LYME DISEASE (BORRELIA BURGDORFERI)ANTIBODIES,
IGG",BLOOD,"1,610",Serum
915,"AF516 - LYME DISEASE (BORRELIA BURGDORFERI)ANTIBODIES, IGG
WESTERN BLOT",BLOOD,"5,530",Serum
916,"AF517 - LYME DISEASE (BORRELIA BURGDORFERI)ANTIBODIES, IGM
WESTERN BLOT",BLOOD,"5,530",Serum
917,"BI040 - MAGNESIUM, 24 HRS URINE",BLOOD,400,"24Hrs.URINE, (HCL)"
918,"BI117 - MAGNESIUM, RANDOM URINE",BLOOD,400,RANDOM URINE
919,AF341 - MANGANESE 24 HRS URINE,BLOOD,"3,540",3 ml EDTA Whole Blood
920,AF342 - MANGANESE BLOOD,BLOOD,"3,540","10 ml of 24 Hours Urine In Acid Wash
Container"
921,AF343 - MANGANESE SPOT URINE,BLOOD,"3,540","10 ml of Spot Urine In Acid Wash
Container"
922,SC001 - *MANTOUX TEST,BLOOD,100,NA
923,LQ080 - MARIJUANA METABOLITE (50) (CANNABINOIDS / THC),BLOOD,610,5 ml of Spot Urine
924,"PN047 - MENOPAUSAL MONITORING PANEL (E2, FSH, TSH, FT4, LIPID PROFILE, CALCIUM, PHOSPHORUS) (ONLY FOR
FEMALES)",BLOOD,"2,255",SERUM
925,"AF344 - MERCURY, 24 HRS URINE",BLOOD,"4,250","10 ml of 24 Hours
Urine In Acid Wash
Container"
926,"AF345 - MERCURY, URINE SPOT",BLOOD,"4,250","10 ml of Spot Urine
In Acid Wash Container"
927,"AF346 - MERCURY,SERUM",BLOOD,"4,250",5 ml of Serum
928,"AF085 - METAL, ZINC, WHOLE BLOOD",BLOOD,"1,610","3 ml of EDTA whole
blood(Use Metal Free Container)"
929,LV165 - METANEPHRINE - PLASMA,BLOOD,"3,810",3 ml of EDTA Plasma
930,"LQ139 - METANEPHRINE, 24 HOURS URINE (HPLC)",BLOOD,"2,390","10 ml of 24 Hours
Urine. Use HCL As Preservative"
931,"AF518 - METHADONE, URINE",BLOOD,610,"10 ml Urine In
Sterile Container"
932,AF347 - METHAEMOGLOBIN ESTIMATION,BLOOD,900,3 ml of EDTA Blood
933,"LQ082 - METHAQUALONE, URINE",BLOOD,610,"10 ml Urine In
Sterile Container"
934,"AF348 - METHYLMALONIC ACID, URINE",BLOOD,610,15 ml of Spot Urine
935,"AF348 - METHYLMALONIC ACID, URINE",BLOOD,"14,160",15 ml of Spot Urine
936,"H018 - MICROFILARIA  SMEAR, BLOOD",BLOOD,120,"WHOLE BLOOD EDTA / FINGER PRICK SMEARS
collected at midnight between 12 midnight to 2 am"
937,LP016 - MICROFILARIA ANTIBODY,BLOOD,960,Serum
938,"H019 - MICROFILARIA ANTIGEN DETECTION, BLOOD",BLOOD,780,WHOLE BLOOD HEPARIN
939,"BI044 - MICROPROTEIN, CSF",BLOOD,175,CSF
940,MDIL011 - MTHFR MUTATION ANALYSIS TEST,BLOOD,"9,210","5 ml EDTA Whole
Blood"
941,"LV135 - MUMPS, VARICELLA, DIPTHERIA & TETANUS IGG",BLOOD,"8,500",5 ml of Serum
942,LM064 - MUSK ANTIBODY MUSCLE SPECIFIC KINASE AB,BLOOD,"5,900",Serum
943,AF349 - MYCOPLASMA PNEUMONIAE IGG ANTIBODIES,BLOOD,"1,960",Serum
944,AF350 - MYCOPLASMA PNEUMONIAE IGM ANTIBODIES,BLOOD,"1,960",Serum
945,AF520 - MYELOPEROXIDASE (MPO)  by Flow Cytometry,BLOOD,"2,190","3 ml of EDTA Whole
Blood"
946,AF351 - MYELOPEROXIDASE (MPO) STAIN,BLOOD,760,"3 Peripheral Smear Slides, EDTA blood/ 3 Bone Marrow Aspirate Slide"
947,"AF150 - MYOGLOBIN,SERUM",BLOOD,"1,140",10 ml of Spot Urine
948,LM055 - MYOSITIS PROFILE 11 ANTIGENS,BLOOD,"8,100",3 ml of serum
949,"NBS012 - NEOSCREEN BASIC PANEL 3 A (TSH, 17-OHP & G6PD)",BLOOD,"1,050",DRIED BLOOD SPOT
950,"NBS013 - NEOSCREEN BASIC PANEL 3 B (TSH, 17-OHP &
Galactosemia)",BLOOD,"1,050",DRIED BLOOD SPOT
951,"NBS014 - NEOSCREEN BASIC PANEL 4 (TSH, 17-OHP,
Galactosemia, G6PD deficiency)",BLOOD,"1,350",DRIED BLOOD SPOT
952,"NBS011 - NEOSCREEN BASIC PANEL 5 & TMS (TSH, GALACTOSEMIA, 170HP, G6PD, BIOTINIDASE & TMS)",BLOOD,"5,170",DRIED BLOOD SPOT
953,"NBS009 - NEOSCREEN BASIC PANEL 5 (TSH, GALACTOSEMIA, 170HP, G6PD, BIOTINIDASE)",BLOOD,"1,650",DRIED BLOOD SPOT
954,"NBS010 - NEOSCREEN BASIC PANEL 7 (TSH, GALACTOSEMIA, 170HP, G6PD, BIOTINIDASE, CYSTIC FIBROSIS, PHENYLALANINE)",BLOOD,"1,980",DRIED BLOOD SPOT
955,NBS005 - NEOSCREEN BIOTINIDASE,BLOOD,350,DRIED BLOOD SPOT
956,NBS006 - NEOSCREEN CYSTIC FIBROSIS,BLOOD,550,DRIED BLOOD SPOT
957,NBS002 - NEOSCREEN G6PD,BLOOD,330,DRIED BLOOD SPOT
958,NBS003 - NEOSCREEN GALACTOSEMIA,BLOOD,330,DRIED BLOOD SPOT
959,NBS007 - NEOSCREEN PHENYLALANINE,BLOOD,430,DRIED BLOOD SPOT
960,NBS008 - NEOSCREEN TMS,BLOOD,"2,700",DRIED BLOOD SPOT
961,NBS001 - NEOSCREEN TSH,BLOOD,330,DRIED BLOOD SPOT
962,"AF355 - NICKEL, URINE",BLOOD,"3,540","10 ml of Spot Urine
In Metal Free
Container"
963,"AF356 - NICKEL,SERUM",BLOOD,"3,540",5 ml of Serum
964,LM034 - NICOTINE METABOLITE QUANTITATIVE,BLOOD,"1,240",Random Urine
965,"AF180 - NICOTINE,SERUM",BLOOD,"1,240",Serum
966,GE101 - NIPT TEST (MATERNAL BLOOD),BLOOD,"30,000",20 ml in Streck tubes
967,"LM048 - NMDA PROFILE, CSF",BLOOD,"5,710",3 ml CSF
968,"LM044 - NMDA PROFILE, SERUM",BLOOD,"5,710",3 ml Serum
969,LP012 - NOR METANEPHRINE URINE,BLOOD,"1,900","10 ml of 24 Hours Urine. Use 10 ml of 6M  HCL As
Preservative"
970,"PN020 - OBESITY PANEL (FASTING BLOOD SUGAR, PP BLOOD SUGAR, T3, T4, TSH, LIPID PROFILE CREATININE, PROTEIN TOTAL, SODIUM, POTASSIUM, CHLORIDE, CALCIUM, PHOSPHORUS, URINE R/M, URIC ACID)",BLOOD,"1,750","FASTING PLASMA FLUORIDE, 2 Hrs. PLASMA FLUORIDE, SERUM, URINE"
971,"LV088 - OLIGOCLONAL BANDS, CSF",BLOOD,"4,100",3 ml CSF And 3 ml Serum
972,"LP010 - OSMOLALITY, SERUM",BLOOD,860,Serum
973,"LV154 - OSMOLALITY,URINE",BLOOD,860,5 ml of Spot Urine
974,"PN065 - OSTEOSCREEN PANEL-1 (CALCIUM, PHOSPHORUS, PTH INTACT, VITAMIN D-25 OH)",BLOOD,"2,800",SERUM
975,"BI111 - PAPP-A, SERUM",BLOOD,"1,050",SERUM
976,AF358 - PARACETAMOL,BLOOD,"1,040",Serum
977,MDIL049 - PARVOVIRUS B19 DNA PCR,BLOOD,"4,040",2 ml of Amniotic Fluid In Falcon Tube/ 3 ml of EDTA Whole Blood/ 2 ml of CSF In Sterile Container
978,AF361 - PARVOVIRUS B19 IGG,BLOOD,"2,290",Serum
979,AF362 - PARVOVIRUS B19 IGM,BLOOD,"2,290",Serum
980,"PN239 - PCOD PLUS (GLUCOSE F&PP, INSULIN F & PP, TSH, FSH, LH, PROLACTIN, TESTOSTERONE TOTAL, TESTOSTERONE FREE, VITAMIN D",BLOOD,"3,000","FASTING PLASMA FLUORIDE, 2 Hrs. PLASMA FLUORIDE, FASTING SERUM, 2 Hrs. SERUM"
981,"PN051 - PCOD PROFILE (LH, FSH, PROLACTIN, TESTOSTERONE TOTAL, TESTOSTERONE FREE, GLUCOSE FASTING, GLUCOSE PP, INSULIN FASTING, INSULIN PP) (ONLY FOR FEMALES)",BLOOD,"2,300","FASTING SERUM, PP SERUM, FASTING PLASMA FLUORIDE, PLASMA FLUORIDE 2HR"
982,LM028 - PEPSINOGEN 1 & 2,BLOOD,"15,590",5ml of Serum
983,"CP003 - PERICARDIAL FLUID, ROUTINE EXAMINATION",BLOOD,370,PERICARDIAL FLUID
984,LQ086 - PERIODIC ACID SCHIFF STAIN (PAS),BLOOD,670,"3 ml of EDTA Whole Blood, smears/ 3 ml of EDTA Bone marrow, smears"
985,GE001 - PERIPHERAL BLOOD (COUPLE KARYOTYPING),BLOOD,"8,960","Blood (3-4ml each) in Heparin Green
Top"
986,GE002 - PERIPHERAL BLOOD (INDIVIDUAL KARYOTYPING),BLOOD,"4,670","Blood (3-4ml each) in Heparin Green
Top"
987,"AF522 - PHENCYCLIDINE (PCP), URINE (QUANTITATIVE)",BLOOD,610,5 ml of Spot Urine
988,AF523 - PHOSPHATYDIC ACID INCLUDED IN APA IGG ANTIBODY,BLOOD,"1,040",Serum
989,AF524 - PHOSPHATYDIC ACID INCLUDED IN APA IGM ANTIBODY,BLOOD,"1,040",Serum
990,"BI045 - PHOSPHORUS INORGANIC, 24HRS URINE",BLOOD,210,"24Hrs. URINE, (HCL)"
991,AF152 - PLASMA RENIN,BLOOD,"2,960",3 ml of EDTA Plasma
992,LQ140 - PLASMA RENIN ACTIVITY,BLOOD,"3,810",3 ml of EDTA Plasma
993,"LQ144 - PLATELET ANTIBODIES, INDIRECT (IGG)",BLOOD,"5,710",Serum
994,"H021 - PLATELET COUNT, BLOOD",BLOOD,140,"WHOLE BLOOD
EDTA"
995,"GE016 - POC FOR 13,21,18,X,Y",BLOOD,"14,100","POC in Normal
Saline"
996,AF366 - PORPHOBILINOGEN URINE 24H,BLOOD,"3,330","10 ml of 24 Hours
Urine In Dark Container. 10 ml of 6
M HCL"
997,"AF367 - PORPHYRINS, 24HRS URINE FOR IB",BLOOD,"5,240",24 hrs Urine
998,"BI047 - POTASSIUM, 24 HRS URINE",BLOOD,175,24 Hrs. URINE
999,"BI119 - POTASSIUM, RANDOM URINE",BLOOD,180,RANDOM URINE
1000,AF157 - PRADER-WILLI SYNDROME (CHROMOSOME 15Q DELETION),BLOOD,"8,360","3 ml Blood In
Sodium
Heparin"
1001,"CPN080 - PRE OPERATIVE PANEL-EXTENDED (CBC, Blood Group, RPR, PT, APTT ,  URINE ROUTINE,  TSH ULTRA, CREATININE, HIV 1 & 2,HCV, HBSAG, UREA, SGPT, SGOT, RBS)",BLOOD,"2,300","CITRATE PLASMA, PLASMA FLUORIDE, EDTA WHOLE BLOOD,
SERUM, URINE"
1002,AF368 - PREALBUMIN,BLOOD,"4,250",Serum
1003,"GE006 - PRODUCT OF CONCEPTION (1ST TRIMESTER
ABORTION)",BLOOD,"7,430","Tissue  in sterile
normal saline"
1004,"LQ094 - PROPOXYPHENE, URINE",BLOOD,610,10 ml of Urine spot
1005,"P051 - PROTEIN AND ALBUMIN, SERUM",BLOOD,250,SERUM
1006,LQ095 - PROTEIN C ANTIGEN,BLOOD,"4,290",Citrated Platelet Poor plasma
1007,LV023 - PROTEIN ELECTROPHORESIS URINE 24H,BLOOD,810,"10 ml of 24 Hours
Urine In Dark Container. No"
1008,"LQ096 - PROTEIN S, FREE",BLOOD,"5,240",Citrated Platelet Poor plasma
1009,"P208 - PROTEIN/CREATININE RATIO, 24 HRS. URINE",BLOOD,250,URINE
1010,"AF372 - PSEUDOCHOLINESTERASE, SERUM",BLOOD,960,Serum
1011,"H023 - RBC COUNT, BLOOD",BLOOD,100,"WHOLE BLOOD
EDTA"
1012,"H024 - RED CELL INDICES, BLOOD",BLOOD,150,"WHOLE BLOOD
EDTA"
1013,"PN002 - RENAL FUNCTION MAXIMUM, BLOOD & URINE (CBC, URINE R/M, FASTING BLOOD SUGAR, BUN, CREATININE, URIC ACID, PROTEIN TOTAL, ALBUMIN, A:G RATIO, CALCIUM, ALKALINE PHOSPHATASE, SODIUM, POTASSIUM, CHLORIDE)",BLOOD,"1,430","SERUM, FASTING PLASMA FLUORIDE, WB EDTA, URINE"
1014,AF375 - RESPIRATORY SYNCYTIAL VIRUS (RSV) IGG ANTIBODY,BLOOD,"1,810",Serum
1015,AF376 - RESPIRATORY SYNCYTIAL VIRUS (RSV) IGM ANTIBODY,BLOOD,"1,810",Serum
1016,"AF377 - RETT SYNDROME DNA SEQUENCING ( MECP2
MUTATION)",BLOOD,"7,790","6 ml of EDTA Whole
Blood"
1017,"PN070 - RHEUMATOID ARTHRITIS PANEL (RA FACTOR,ANA,ANTI
CCP)",BLOOD,"1,950",SERUM
1018,LQ099 - ROTAVIRUS ANTIGEN,BLOOD,"1,240","20 Gms Stool In
Leakproof
Container"
1019,"MDIL050 - RUBELLA DETECTION TEST, RT PCR",BLOOD,"4,250",3 ml of EDTA Whole Blood/ 2 ml of CSF In Sterile Container/ CVS/ 10 ml of Spot Urine In Sterile container/ 2 ml of Amniotic Fluid In Falcon Tube
1020,BI206 - RUBELLA IGG & REFLEX AVIDITY,BLOOD,990,SERUM
1021,LQ102 - SCL-70,BLOOD,"1,470",Serum
1022,LM019 - SCRUB TYPHUS IGM,BLOOD,860,3 ml of serum
1023,"LM017 - SELENIUM, SERUM",BLOOD,"3,540",5 ml of Serum
1024,"AF379 - SEROTONIN, SERUM",BLOOD,"4,000",3 ml of Serum
1025,AF380 - SICKLE CELL DNA PCR PND,BLOOD,"8,500",Amniotic Fluid In Sterile falcon tube. Mothers EDTA blood reqd
1026,LQ106 - SJOGRENS ANTIBODY (SS-B) / (ANTI-LA),BLOOD,"1,470",Serum
1027,HI004 - SLIDE/BLOCK ISSUE -1,BLOOD,100,FFPE block
1028,HI005 - SLIDES FOR REVIEW (SECOND OPINION)*,BLOOD,340,Slide / Blocks
1029,AF381 - SM ANTIBODY SMITH ANTIBODY SERUM,BLOOD,"1,470",3 ml of Serum
1030,LQ107 - SM/RNP ANTIBODY,BLOOD,"1,530",Serum
1031,"BI055 - SODIUM, 24 HRS URINE",BLOOD,175,"24 Hrs. URINE, Plain"
1032,"BI120 - SODIUM, RANDOM URINE",BLOOD,180,RANDOM URINE
1033,CP006 - SPUTUM FOR EOSINOPHIL,BLOOD,130,SPUTUM
1034,LQ105 - SS-A (RO) IGG ANTIBODIES,BLOOD,"1,470",Serum
1035,CP007 - STOOL FOR REDUCING SUBSTANCES,BLOOD,130,STOOL
1036,AF176 - STREPTOCOCCUS GROUP B ANTIGEN DETECTION,BLOOD,"1,140",Serum
1037,AF383 - SYPHILIS ANTIBODIES,BLOOD,"1,040",Serum
1038,"P026 - T4 TOTAL & TSH, SERUM",BLOOD,400,SERUM
1039,"PN066 - TB COMPREHENSIVE PANEL (AFB STAIN, AFB CULTURE MGIT, MYCO PCR)",BLOOD,"2,500","SPUTUM/ ALL BODY FLUID/ PUS/ TISSUE IN STERILE NORMAL SALINE/ MENSTURAL BLOOD, IN HEPARIN VIAL/ or BLOOD  IN BACTEC MYCO F/LYTIC BOTTLE, WB
EDTA"
1040,AF386 - TERMINAL DEOXYNUCLEOTIDYL TRANSFERASE (TDT),BLOOD,"2,190",3 ml of EDTA Whole Blood
1041,LM020 - THEOPHYLLINE,BLOOD,940,Serum
1042,AF388 - THROMBIN TIME,BLOOD,860,Citrated Platelet Poor plasma
1043,AF390 - THYROXINE BINDING GLOBULIN (TBG),BLOOD,"7,090",3 ml of Serum
1044,"LM005 - TNF ALPHA, SERUM",BLOOD,"3,710",3 ml of Serum
1045,"PN056 - TORCH IGG & REFLEX AVIDITY (TORCH IGG, TOXOPLASMA AVIDITY, RUBELLA AVIDITY, CMV AVIDITY)",BLOOD,"1,600",SERUM
1046,"MDIL059 - TORCH PANEL TEST, RT PCR",BLOOD,"10,630",6 ml of EDTA whole Blood/ 10 ml of Amniotic Fluid in falcon tube/ Chorionic Villus Sample In Sterile saline container/ 5 ml of CSF/ 20 ml of spot Urine
1047,"PN059 - TORCH PANEL WITH AVIDITY (INCLUDES IGM, IGG & REFLEX AVIDITY(TORCH IGG & IGM, TOXOPLASMA AVIDITY, RUBELLA AVIDITY, CMV AVIDITY)",BLOOD,"3,200",SERUM
1048,"PN055 - TORCH PANEL, IGG PANEL",BLOOD,"1,000",SERUM
1049,"P204 - Total & Differential Leucocyte Count (TLC, DLC)",BLOOD,210,"WHOLE BLOOD
EDTA"
1050,AF392 - TOTAL BILE ACIDS,BLOOD,"1,610",Serum
1051,AF393 - TOTAL GALACTOSE (NEONATAL SCREENING),BLOOD,"1,140","4 ml of Blood In
Sodium Heparin"
1052,"H026 - TOTAL LEUCOCYTE COUNT, BLOOD",BLOOD,150,"WHOLE BLOOD
EDTA"
1053,LV139 - TOTAL P1NP,BLOOD,"1,570",3 ml Serum
1054,MDIL051 - TOXOPLASMA DNA DETECTION TEST,BLOOD,"4,250",2 ml of Amniotic Fluid In Sterile Conatiner/ 3 ml of EDTA Whole Blood/ Chorionic Villus In Sterile Saline/ 3 ml of Cord Blood In EDTA/ 2 ml of CSF In Sterile Container/ 10 ml of Spot Urine In Sterile container
1055,BI205 - TOXOPLASMA IGG & REFLEX AVIDITY,BLOOD,880,SERUM
1056,"IM039 - TOXOPLASMA IGM, SERUM",BLOOD,500,SERUM
1057,"BI057 - TRANSFERRIN, SERUM",BLOOD,"1,265",SERUM
1058,"BI101 - TRI-IODO THYRONINE(T3), SERUM",BLOOD,180,SERUM
1059,"AF397 - TRYPANOSOMA CRUZI ANTIBODY IGG, SERUM",BLOOD,"2,980",Serum
1060,"AF156 - TSH RECEPTOR ANTIBODIES LATS, TSI",BLOOD,"3,900",Serum
1061,"PN079 - TYPHI-D PEDIATRIC, BLOOD & URINE (CBC, ESR, Urine
R/M, Widal, Blood Culture Aerobic Pediatric)",BLOOD,"1,320","WHOLE BLOOD EDTA, SERUM, URINE, INOCULATED BACTEC BOTTLE"
1062,"PN006 - TYPHI-D, BLOOD & URINE (CBC, ESR, Urine R/M, Widal,
Blood Culture Aerobic )",BLOOD,"1,320","WHOLE BLOOD EDTA, SERUM, URINE, INOCULATED BACTEC BOTTLE"
1063,AF399 - U1 SNRNP ANTIBODIES,BLOOD,"1,470",Serum
1064,"BI059 - UREA, 24 HRS URINE",BLOOD,200,"24 Hrs. URINE, Plain"
1065,"BI121 - UREA, RANDOM URINE",BLOOD,200,RANDOM URINE
1066,"BI061 - URIC ACID, 24HRS URINE",BLOOD,210,"24 Hrs. URINE, Plain"
1067,"BI122 - URIC ACID, RANDOM URINE",BLOOD,200,RANDOM URINE
1068,LP018 - URINARY CORTISOL,BLOOD,860,"10 ml Aliquot of 24 Hours Urine. Use 10 Gm of Boric
Acid"
1069,AF400 - URINARY OXALATE,BLOOD,"1,760","10 ml of 24 Hours
Urine. Preservative Is 10 ml of 6 M HCL"
1070,CP011 - URINE BILE SALTS AND PIGMENTS,BLOOD,90,URINE
1071,CP010 - URINE BLOOD,BLOOD,90,URINE
1072,CP012 - URINE FOR REDUCING SUBSTANCES,BLOOD,85,URINE
1073,CP013 - URINE KETONE,BLOOD,85,URINE
1074,"CP019 - URINE SUGAR,RANDOM",BLOOD,90,URINE
1075,AF402 - VANCOMYCIN,BLOOD,"8,500","3 ml of Serum (Mention
Time of Drug)"
1076,"LV009 - VANILMANDELIC ACID (VMA), 24 HOURS URINE",BLOOD,"3,140","10 ml of 24 hrs of Urine In 6 N HCL As
Preservative"
1077,"AF092 - VARICELLA ZOSTER VIRUS (VZV) ANTIBODY, IGG,
SERUM",BLOOD,"1,530",Serum
1078,AF181 - VARICELLA ZOSTER VIRUS (VZV) IGM ANTIBODIES,BLOOD,"1,530",Serum
1079,"LV156 - VARICELLA ZOSTER VIRUS, VZV PCR",BLOOD,"4,250",10 ml Amniotic Fluid In Sterile/ 5 ml of EDTA whole blood/ 1 ml CSF In Sterile Container/ CVS In Transport Medium/ Vesicle Fluid In Sterile Container
1080,LM047 - VGKC (LG1 AND CASPR2) ANTIBODY CSF,BLOOD,"11,340",CSF
1081,AF525 - VGKC (LG1 AND CASPR2) ANTIBODY SERUM,BLOOD,"11,340",Serum
1082,"LM045, LM049 - VGKC PROFILE, CSF & SERUM",BLOOD,"17,710","CSF, Serum"
1083,"LM010 - VIT K1, SERUM",BLOOD,"5,660","5 ml serum without gel
tube. Wrap in aluminium foil.
Frozen."
1084,"LM007 - VITAMIN A, RETINOL, SERUM",BLOOD,"3,810",Serum Or EDTA Plasma In aluminium Foil
1085,LM008 - VITAMIN B1,BLOOD,"3,140","3 ml of EDTA whole blood
covered In
Aluminium Foil"
1086,AF183 - VITAMIN B2,BLOOD,"2,860","3 ml of EDTA whole blood
covered In Aluminium Foil"
1087,"AF094 - VITAMIN B6, PYRIDOXINE, BLOOD",BLOOD,"2,860","3 ml of EDTA whole blood
covered In Aluminium Foil"
1088,"LM009 - VITAMIN C, ASCORBIC ACID, SERUM",BLOOD,"2,860",Lithium heparin Plasma or Serum In Fasting condition covered In Aluminium Foil
1089,"AF097 - VITAMIN E, ALPHA TOCOPHEROL, SERUM",BLOOD,"3,810",Serum Or EDTA Plasma In Foil
1090,"AF405 - VON WILLEBRAND FACTOR ANTIGEN, PLASMA",BLOOD,"8,100",Citrated Platelet Poor  plasma
1091,MDIL003 - WARFARIN CYP2C9 & VKORC1 SENSITIVITY TEST,BLOOD,"17,290",5 ml of EDTA whole blood
1092,"PN011 - WEAKNESS PROFILE 1 (CBC, ALKALINE PHOSPHATASE, CALCIUM, IRON, RETICULOCYTE COUNT)",BLOOD,430,"SERUM, WHOLE BLOOD EDTA"
1093,"PN013 - WEAKNESS PROFILE FEMALE (SGOT, SGPT, GGT, BILIRUBIN TOTAL, PROTEIN TOTAL, ALKALINE PHOSPHATASE, CBC, RETICULOCYTE COUNT, CALCIUM, IRON, FERRITIN)",BLOOD,990,"WHOLE BLOOD EDTA, SERUM"
1094,"PN012 - WEAKNESS PROFILE MALE (CRP, SGOT, SGPT, GGTP, BILIRUBIN TOTAL, PROTEIN TOTAL, ALKALINE PHOSPHATASE, CBC, RETICULOCYTE COUNT, CALCIUM)",BLOOD,950,"WHOLE BLOOD EDTA, SERUM"
1095,GE013 - Y CHROMOSOME MICRO DELETION  PCR,BLOOD,"3,540","6 ml Blood In Sodium
Heparin Vacutainer"
1096,LV157 - ZAP-70,BLOOD,"7,790","3 ml of EDTA whole
blood"
1097,"MI046 - DENGUE NS1 ANTIGEN, RAPID, SERUM",BLOOD,500,Serum
